loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
5375,2106,1996-10-03,101520,12,8460.0,A,1,POPLATEK MESICNE,1996-02-01,11928.0,0.0,0.0,0.0,3468.0,8460.0,1996-02-01,1996-09-30,204064.0,5370.105263157895,5266.30499619463,400.0,43219.0,26449.28947368421,10352.46964113863,110392.0,0.0,93672.0,885.0,13872.0,0.0,109507.0,79800.0,0.0,189247.0,0.0,0.0,13872.0,60.0,885.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1976-10-12,No Card,
5377,2116,1997-08-04,92400,12,7700.0,A,70,POPLATEK MESICNE,1996-05-02,12413.8,0.0,3407.0,0.0,1307.0,7699.8,1996-05-02,1997-07-31,956103.0,9193.298076923076,11945.135131845704,1000.0,131664.0,42291.29807692308,20423.85369999578,501294.0,88975.0,365834.0,2534.0,51854.0,0.0,498760.0,402955.0,0.0,939012.0,0.0,0.0,14377.0,180.0,2534.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1974-06-20,classic,1996-12-10
5382,2134,1997-03-17,22932,36,637.0,C,52,POPLATEK MESICNE,1996-08-06,4396.0,0.0,641.0,0.0,3118.0,637.0,1996-08-06,1997-03-09,184651.0,4503.682926829269,5393.338175189019,300.0,56308.0,42536.829268292684,12304.334461689583,115370.0,0.0,69281.0,1119.0,15036.0,0.0,114251.0,54245.0,0.0,171015.0,0.0,0.0,12472.0,45.0,1119.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1953-11-19,No Card,
5384,2142,1998-03-07,23328,12,1944.0,C,42,POPLATEK MESICNE,1997-09-01,11712.0,0.0,0.0,0.0,9768.0,1944.0,1997-09-01,1998-03-06,215059.0,7965.148148148148,8207.182907971546,1000.0,68151.0,40311.555555555555,15155.235676499935,121433.0,0.0,93626.0,898.0,19536.0,0.0,120535.0,74090.0,0.0,194595.0,0.0,0.0,19536.0,30.0,898.0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,F,1964-10-19,No Card,
5385,2143,1996-09-09,71460,36,1985.0,C,1,POPLATEK MESICNE,1996-01-13,9249.0,0.0,0.0,0.0,7264.0,1985.0,1996-01-13,1996-08-31,314122.0,10132.967741935483,10402.714394118075,700.0,76403.0,49221.032258064515,16380.5930508918,181885.0,0.0,132237.0,1540.0,21792.0,0.0,180345.0,110445.0,0.0,290745.0,0.0,0.0,21792.0,45.0,1540.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1980-08-31,junior,1997-07-20
5388,2153,1996-11-28,61560,12,5130.0,A,31,POPLATEK TYDNE,1996-01-07,19392.5,0.0,10303.0,2223.0,1737.0,5129.5,1996-01-07,1996-11-13,691498.0,9739.408450704226,11617.211918500761,200.0,73560.0,32967.619718309856,17762.3154172504,355775.0,55325.0,280398.0,1639.0,97618.0,353936.0,200.0,238105.0,0.0,664182.0,13338.0,0.0,12159.0,180.0,1639.0,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,OWNER,M,1943-01-04,classic,1998-09-26
5389,2165,1997-08-22,78600,24,3275.0,C,51,POPLATEK MESICNE,1997-04-08,15767.8,0.0,0.0,0.0,12493.0,3274.8,1997-04-08,1997-08-13,154659.0,11047.07142857143,10468.112043904397,800.0,67059.0,42902.42857142857,21203.51794728081,110859.0,0.0,43800.0,689.0,0.0,108070.0,2100.0,43800.0,0.0,153970.0,0.0,0.0,0.0,0.0,689.0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,M,1956-05-09,No Card,
5390,2167,1994-10-30,170256,24,7094.0,A,16,POPLATEK MESICNE,1993-08-08,13016.0,0.0,0.0,0.0,5922.0,7094.0,1993-08-08,1994-10-27,699891.0,9089.493506493507,10042.252365332999,200.0,79870.0,40091.2987012987,13589.403876264592,371596.0,0.0,328295.0,2176.0,59220.0,0.0,369420.0,269075.0,0.0,638360.0,0.0,0.0,59220.0,135.0,2176.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,F,1965-07-16,classic,1995-04-14
5395,2176,1994-07-30,299088,36,8308.0,B,67,POPLATEK MESICNE,1993-06-06,14527.8,0.0,5135.0,0.0,1085.0,8307.8,1993-06-06,1994-07-23,1606074.0,12746.619047619048,14604.901272576759,500.0,193910.0,51992.944444444445,33855.69214044943,812759.0,88210.0,705105.0,2462.0,74640.0,0.0,810297.0,718675.0,0.0,1590427.0,0.0,0.0,13020.0,165.0,2462.0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,F,1966-12-10,No Card,
5398,2187,1997-11-04,53472,12,4456.0,A,9,POPLATEK TYDNE,1996-02-26,4456.0,0.0,0.0,0.0,0.0,4456.0,1996-02-26,1997-10-31,1953203.0,14576.141791044776,15930.11227424244,300.0,172963.0,64144.5447761194,28468.62568090765,1008745.0,54818.0,889640.0,4828.0,0.0,0.0,1003917.0,944458.0,0.0,1947835.0,0.0,0.0,0.0,540.0,4828.0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,M,1940-03-26,No Card,
5409,2218,1995-11-18,182040,60,3034.0,C,19,POPLATEK MESICNE,1994-11-21,3034.0,0.0,0.0,0.0,0.0,3034.0,1994-11-21,1995-11-17,1034851.0,17539.84745762712,19380.030355491654,600.0,110448.0,67475.96610169491,21927.679549205033,536798.0,24448.0,473605.0,2704.0,0.0,533494.0,600.0,498053.0,0.0,1032042.0,0.0,0.0,0.0,105.0,2704.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1951-03-24,classic,1997-05-09
5413,2227,1995-12-12,92976,24,3874.0,A,31,POPLATEK TYDNE,1994-05-22,17259.7,0.0,0.0,0.0,13386.0,3873.7,1994-05-22,1995-12-11,1312300.0,12039.449541284404,12340.70286467467,300.0,122342.0,50436.53211009174,26490.340628295555,666915.0,149309.0,496076.0,3087.0,147246.0,0.0,663828.0,498139.0,0.0,1161637.0,0.0,0.0,147246.0,330.0,3087.0,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,OWNER,F,1970-10-07,classic,1997-10-13
5414,2228,1995-03-29,185952,48,3874.0,C,34,POPLATEK MESICNE,1994-03-19,8498.7,0.0,0.0,0.0,4625.0,3873.7,1994-03-19,1995-03-25,417637.0,12283.441176470587,15880.101975077463,700.0,145318.0,50113.17647058824,31588.317350862864,250012.0,0.0,167625.0,2136.0,4625.0,0.0,247876.0,163000.0,0.0,410876.0,0.0,0.0,4625.0,0.0,2136.0,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,M,1945-02-22,No Card,
5415,2236,1996-09-26,139464,36,3874.0,D,73,POPLATEK MESICNE,1995-08-27,3873.7,0.0,0.0,0.0,0.0,3873.7,1995-08-27,1996-09-20,252062.0,8131.032258064516,11582.15497934609,300.0,65063.0,31532.645161290322,12989.796592065091,146862.0,0.0,105200.0,1548.0,0.0,0.0,145314.0,105200.0,0.0,250514.0,0.0,0.0,0.0,0.0,1548.0,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,M,1958-08-12,No Card,
5418,2245,1995-01-16,347952,48,7249.0,C,29,POPLATEK MESICNE,1993-03-30,7248.8,0.0,0.0,0.0,0.0,7248.8,1993-03-30,1995-01-13,1612978.0,13441.483333333334,14008.265002114567,300.0,123013.0,54157.125,23422.01953723741,835260.0,112208.0,665510.0,4171.0,0.0,0.0,831089.0,777718.0,0.0,1608597.0,0.0,0.0,0.0,210.0,4171.0,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,F,1964-10-30,No Card,
5419,2246,1997-02-05,415800,60,6930.0,C,1,POPLATEK MESICNE,1996-04-25,6930.0,0.0,0.0,0.0,0.0,6930.0,1996-04-25,1997-01-31,460630.0,12449.45945945946,14755.459109530719,700.0,140706.0,44265.37837837838,33832.01203606443,237055.0,0.0,223575.0,1426.0,0.0,0.0,235629.0,223575.0,0.0,459129.0,0.0,0.0,0.0,75.0,1426.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1949-09-05,No Card,
5420,2247,1997-02-24,72504,24,3021.0,C,24,POPLATEK MESICNE,1996-04-13,6667.0,0.0,2395.0,659.0,592.0,3021.0,1996-04-13,1997-02-13,741416.0,7489.050505050505,13216.543822023366,600.0,145620.0,45374.545454545456,27825.740608539592,379259.0,13208.0,348949.0,1489.0,32814.0,0.0,377770.0,329343.0,0.0,728533.0,5931.0,0.0,5328.0,135.0,1489.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,F,1950-06-26,No Card,
5428,2262,1998-12-02,230220,36,6395.0,C,13,POPLATEK MESICNE,1997-02-08,6395.0,0.0,0.0,0.0,0.0,6395.0,1997-02-08,1998-11-30,2389992.0,15620.862745098038,16689.758399144863,200.0,141146.0,64923.21568627451,28758.37724242533,1218720.0,86172.0,1085100.0,5192.0,0.0,0.0,1213528.0,1163472.0,7800.0,2384500.0,0.0,0.0,0.0,300.0,5192.0,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,OWNER,M,1950-01-26,classic,1997-12-30
5429,2268,1996-07-18,20196,36,561.0,C,1,POPLATEK MESICNE,1995-02-11,6303.0,0.0,0.0,0.0,5742.0,561.0,1995-02-11,1996-07-13,816132.0,8501.375,10375.332676720858,200.0,77159.0,52636.6875,15288.709382253295,440906.0,0.0,375226.0,3255.0,74646.0,0.0,437651.0,300580.0,0.0,738051.0,0.0,0.0,74646.0,180.0,3255.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1971-02-25,No Card,
5435,2279,1998-06-01,314688,48,6556.0,C,2,POPLATEK TYDNE,1996-10-30,6556.3,0.0,0.0,0.0,0.0,6556.3,1996-10-30,1998-05-31,1588710.0,14847.757009345794,16473.153536886388,600.0,99692.0,53094.43925233645,21446.083285887835,815927.0,212833.0,559950.0,4198.0,0.0,806429.0,5300.0,769783.0,3000.0,1584062.0,0.0,0.0,0.0,450.0,4198.0,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,OWNER,M,1974-01-26,classic,1997-10-09
5445,2322,1996-06-29,46320,24,1930.0,A,33,POPLATEK MESICNE,1995-01-02,8610.0,0.0,2302.0,1019.0,3359.0,1930.0,1995-01-02,1996-06-25,1435446.0,8064.303370786517,13242.463681208425,900.0,119893.0,43657.87640449438,20752.096897830692,729496.0,30430.0,675520.0,2856.0,106880.0,0.0,726640.0,599070.0,0.0,1362302.0,16304.0,0.0,53744.0,240.0,2856.0,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,OWNER,M,1979-02-14,No Card,
5446,2334,1997-08-04,48312,24,2013.0,C,50,POPLATEK MESICNE,1996-03-19,12720.0,0.0,0.0,0.0,10707.0,2013.0,1996-03-19,1997-07-31,532508.0,5664.978723404255,5431.842919757417,600.0,53030.0,31897.574468085106,9079.283029683816,286844.0,0.0,245664.0,1979.0,128484.0,211365.0,73500.0,117180.0,0.0,401865.0,0.0,0.0,128484.0,180.0,1979.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1958-10-19,No Card,
5447,2335,1997-11-12,541200,60,9020.0,D,70,POPLATEK MESICNE,1996-04-04,14286.0,0.0,2745.0,485.0,2036.0,9020.0,1996-04-04,1997-11-10,618737.0,3555.9597701149423,5267.72253863441,-17030.0,51161.0,12006.442528735632,14745.181620931298,312547.0,0.0,306190.0,2619.0,78990.0,0.0,309928.0,227200.0,0.0,577723.0,7275.0,355.0,30540.0,225.0,2619.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1946-12-18,No Card,
5449,2343,1995-11-04,99336,24,4139.0,A,68,POPLATEK MESICNE,1994-12-09,8862.0,0.0,0.0,0.0,4723.0,4139.0,1994-12-09,1995-10-31,226118.0,4348.423076923077,4545.657010887808,300.0,46568.0,27019.634615384617,7892.751221485984,128470.0,0.0,97648.0,1108.0,28338.0,0.0,127362.0,69310.0,0.0,196582.0,0.0,0.0,28338.0,90.0,1108.0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,F,1980-07-09,No Card,
5450,2345,1994-12-11,199680,60,3328.0,C,5,POPLATEK MESICNE,1993-10-25,6940.2,0.0,0.0,0.0,3612.0,3328.2,1993-10-25,1994-11-30,544164.0,7353.5675675675675,8335.592276794801,500.0,62239.0,33658.74324324324,11909.096065510452,282042.0,38279.0,223843.0,1675.0,32508.0,279567.0,800.0,229614.0,0.0,509846.0,0.0,0.0,32508.0,135.0,1675.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,M,1949-05-23,No Card,
5451,2350,1997-05-11,159744,48,3328.0,C,18,POPLATEK MESICNE,1996-08-04,9166.2,0.0,5263.0,0.0,575.0,3328.2,1996-08-04,1997-05-07,394284.0,14081.57142857143,15669.829880256853,600.0,105954.0,56388.78571428572,27438.9980466531,223941.0,0.0,170343.0,1271.0,6413.0,0.0,222670.0,163930.0,0.0,391833.0,0.0,0.0,1150.0,30.0,1271.0,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,OWNER,F,1973-04-10,classic,1998-06-04
5452,2352,1996-04-29,49440,60,824.0,C,70,POPLATEK MESICNE,1995-01-21,6443.0,0.0,34.0,4.0,5581.0,824.0,1995-01-21,1996-04-15,610248.0,5547.709090909091,7938.227638650574,300.0,74420.0,47798.9,12804.415845912139,327633.0,0.0,282615.0,2401.0,61805.0,0.0,325232.0,220810.0,0.0,546266.0,40.0,0.0,61391.0,150.0,2401.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1966-10-06,No Card,
5453,2361,1995-04-01,156672,36,4352.0,A,28,POPLATEK MESICNE,1994-02-25,8965.0,0.0,0.0,0.0,4613.0,4352.0,1994-02-25,1995-03-31,248506.0,3313.4133333333334,2959.2252460021655,500.0,41877.0,22927.506666666668,6686.140607727772,135887.0,0.0,112619.0,1207.0,36904.0,0.0,134680.0,75715.0,0.0,210260.0,0.0,0.0,36904.0,135.0,1207.0,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,OWNER,F,1956-04-25,No Card,
5463,2413,1998-10-06,17952,12,1496.0,C,33,POPLATEK MESICNE,1997-10-27,7944.0,0.0,0.0,0.0,6448.0,1496.0,1997-10-27,1998-09-30,365262.0,6297.620689655172,6955.5584356574245,500.0,46705.0,28597.896551724138,9101.807388837491,198161.0,0.0,167101.0,1208.0,45136.0,0.0,196953.0,121965.0,0.0,318813.0,0.0,0.0,45136.0,105.0,1208.0,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,OWNER,F,1954-02-22,No Card,
5464,2419,1995-01-30,95808,12,7984.0,A,24,POPLATEK MESICNE,1993-11-27,7984.3,0.0,0.0,0.0,0.0,7984.3,1993-11-27,1995-01-29,1445289.0,16058.766666666666,15059.989734727988,900.0,122452.0,59701.72222222222,24705.684751829984,758894.0,52745.0,633650.0,2945.0,0.0,0.0,755949.0,686395.0,0.0,1442194.0,0.0,0.0,0.0,150.0,2945.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,M,1940-09-07,No Card,
5469,2445,1997-12-26,293160,60,4886.0,C,52,POPLATEK MESICNE,1996-07-07,4886.0,0.0,0.0,0.0,0.0,4886.0,1996-07-07,1997-12-06,1176357.0,12127.39175257732,15311.877270709316,800.0,131276.0,49740.71134020619,29394.380054541165,595596.0,88551.0,492210.0,3361.0,0.0,0.0,592235.0,580761.0,0.0,1172786.0,0.0,0.0,0.0,210.0,3361.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1978-01-17,No Card,
5470,2456,1996-04-15,200976,48,4187.0,C,65,POPLATEK MESICNE,1995-09-09,13741.3,0.0,0.0,0.0,9554.0,4187.3,1995-09-09,1996-04-14,386153.0,11032.942857142858,10897.859800526558,600.0,83554.0,47938.114285714284,18917.05230080153,216792.0,8554.0,160807.0,1538.0,28662.0,213554.0,1700.0,140699.0,0.0,355908.0,0.0,0.0,28662.0,45.0,1538.0,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,M,1955-02-20,No Card,
5479,2486,1994-01-10,24516,12,2043.0,A,1,POPLATEK MESICNE,1993-02-27,2043.0,0.0,0.0,0.0,0.0,2043.0,1993-02-27,1993-12-31,1182719.0,16201.630136986301,17640.14004299006,200.0,125254.0,55582.32876712329,29534.27306727953,630687.0,137112.0,414920.0,1773.0,0.0,0.0,628914.0,552032.0,0.0,1180826.0,0.0,0.0,0.0,120.0,1773.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1958-10-07,No Card,
5482,2496,1996-01-12,165120,60,2752.0,C,51,POPLATEK MESICNE,1994-05-21,7734.0,0.0,0.0,0.0,4982.0,2752.0,1994-05-21,1996-01-11,373210.0,3217.3275862068967,3041.2204180040217,1100.0,37946.0,24377.387931034482,6878.76569536128,197975.0,0.0,175235.0,1840.0,74730.0,0.0,196135.0,100505.0,0.0,296415.0,0.0,0.0,74730.0,225.0,1840.0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,F,1950-03-18,No Card,
5486,2516,1997-06-13,466608,48,9721.0,C,6,POPLATEK MESICNE,1995-11-16,9721.0,0.0,0.0,0.0,0.0,9721.0,1995-11-16,1997-06-11,667472.0,6543.843137254902,6727.323987631069,300.0,66126.0,36161.009803921566,12819.276844724322,364122.0,0.0,303350.0,2574.0,0.0,0.0,361548.0,303350.0,0.0,664688.0,0.0,0.0,0.0,210.0,2574.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1946-03-05,No Card,
5491,2545,1998-02-13,428784,48,8933.0,C,1,POPLATEK MESICNE,1996-12-04,12954.0,0.0,671.0,713.0,2637.0,8933.0,1996-12-04,1998-02-12,418986.0,3808.9636363636364,4088.359700972643,1100.0,47281.0,22133.890909090907,11407.210555106823,213845.0,0.0,205141.0,1335.0,44231.0,0.0,212510.0,160910.0,0.0,380651.0,7843.0,0.0,29007.0,150.0,1335.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1936-04-14,No Card,
5494,2572,1996-06-13,360000,48,7500.0,C,64,POPLATEK PO OBRATU,1994-11-13,7500.0,0.0,0.0,0.0,0.0,7500.0,1994-11-13,1996-06-09,2026051.0,14897.433823529413,19720.162935508302,600.0,126072.0,51149.669117647056,26193.19512196084,1045410.0,104033.0,876608.0,7313.0,0.0,1025197.0,12900.0,980641.0,0.0,2017330.0,0.0,8.0,0.0,1400.0,7313.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1973-03-07,No Card,
5495,2580,1996-08-02,89340,60,1489.0,C,60,POPLATEK MESICNE,1995-11-09,6505.0,0.0,0.0,0.0,5016.0,1489.0,1995-11-09,1996-07-31,205150.0,4662.5,4918.586587959575,500.0,54020.0,39644.84090909091,10748.36372391367,123335.0,0.0,81815.0,1415.0,25080.0,0.0,121920.0,56735.0,0.0,178580.0,0.0,0.0,25080.0,75.0,1415.0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,F,1971-11-12,No Card,
5501,2622,1998-05-21,136344,24,5681.0,C,1,POPLATEK MESICNE,1996-08-21,12748.0,0.0,0.0,0.0,7067.0,5681.0,1996-08-21,1998-05-13,648442.0,4988.015384615384,4234.266918942022,300.0,57858.0,31673.953846153847,10787.863626583361,344143.0,0.0,304299.0,2519.0,120139.0,0.0,341624.0,184160.0,0.0,525544.0,0.0,0.0,120139.0,240.0,2519.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1964-05-26,No Card,
5519,2694,1994-03-08,91632,12,7636.0,A,7,POPLATEK MESICNE,1993-03-08,11168.0,0.0,0.0,0.0,3532.0,7636.0,1993-03-08,1994-03-03,441290.0,6304.142857142857,7061.265802454915,700.0,64578.0,40977.014285714286,10641.446074900272,237174.0,0.0,204116.0,2068.0,28256.0,0.0,235106.0,175860.0,0.0,410846.0,0.0,0.0,28256.0,120.0,2068.0,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,OWNER,F,1962-12-28,No Card,
5520,2699,1998-08-30,231168,48,4816.0,C,73,POPLATEK MESICNE,1996-12-25,9221.0,0.0,662.0,0.0,3743.0,4816.0,1996-12-25,1998-08-17,1894381.0,13155.423611111111,17352.751398928212,300.0,122437.0,54599.006944444445,22041.399689191538,969890.0,77991.0,846500.0,4263.0,66075.0,965327.0,300.0,850816.0,7600.0,1833748.0,0.0,0.0,56145.0,225.0,4263.0,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,F,1978-05-11,junior,1997-08-06
5523,2705,1993-12-08,93888,36,2608.0,A,63,POPLATEK PO OBRATU,1993-07-05,13331.2,0.0,0.0,0.0,10723.0,2608.2,1993-07-05,1993-12-02,135316.0,7121.894736842105,6970.320085865154,600.0,52378.0,37510.31578947369,14598.770713288886,85016.0,0.0,50300.0,771.0,0.0,78245.0,6000.0,50300.0,0.0,134445.0,0.0,0.0,0.0,100.0,771.0,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,F,1950-10-20,No Card,
5525,2720,1998-04-27,93888,36,2608.0,C,2,POPLATEK TYDNE,1997-06-16,13533.2,0.0,4719.0,0.0,6206.0,2608.2,1997-06-16,1998-04-19,1312290.0,14420.76923076923,16213.221652628603,200.0,144694.0,69554.36263736263,29245.702176375504,693725.0,0.0,618565.0,2348.0,98325.0,0.0,691377.0,520240.0,0.0,1253848.0,0.0,0.0,55854.0,240.0,2348.0,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,OWNER,M,1936-07-02,No Card,
5526,2725,1998-11-08,69624,36,1934.0,C,52,POPLATEK MESICNE,1997-04-02,5658.0,0.0,66.0,461.0,3197.0,1934.0,1997-04-02,1998-10-31,805059.0,5552.131034482759,8403.052706089728,1100.0,74473.0,49145.64827586207,11919.25393040082,427455.0,0.0,377604.0,3830.0,55399.0,0.0,423625.0,308105.0,14100.0,746595.0,6454.0,0.0,47955.0,225.0,3830.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1947-01-23,classic,1998-01-09
5527,2728,1998-06-15,156420,60,2607.0,C,52,POPLATEK TYDNE,1997-07-06,13829.0,0.0,0.0,0.0,11222.0,2607.0,1997-07-06,1998-06-10,667833.0,10600.52380952381,12794.127580408867,400.0,94695.0,49909.23809523809,17920.59730941654,344937.0,9732.0,313164.0,2487.0,78554.0,0.0,342450.0,244342.0,0.0,586582.0,0.0,0.0,78554.0,210.0,2487.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1957-03-08,No Card,
5531,2753,1997-09-30,66432,24,2768.0,C,26,POPLATEK MESICNE,1996-02-13,9637.0,0.0,0.0,0.0,6869.0,2768.0,1996-02-13,1997-09-07,894030.0,8355.420560747663,9073.31667223555,700.0,69032.0,33039.878504672895,12534.692017583262,455885.0,0.0,438145.0,2153.0,103035.0,451432.0,2300.0,335110.0,0.0,788632.0,0.0,0.0,103035.0,210.0,2153.0,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,OWNER,F,1971-04-13,No Card,
5532,2754,1997-05-04,335280,48,6985.0,C,57,POPLATEK TYDNE,1996-01-26,10093.3,0.0,226.0,0.0,2882.0,6985.3,1996-01-26,1997-04-30,1317741.0,13584.958762886597,17159.7303955593,500.0,123335.0,43629.51546391752,22466.499720933298,673796.0,32535.0,611410.0,2704.0,31080.0,670592.0,500.0,612865.0,0.0,1285887.0,0.0,0.0,28820.0,330.0,2704.0,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,F,1952-12-26,No Card,
5533,2762,1994-07-05,111384,24,4641.0,A,19,POPLATEK MESICNE,1993-03-20,12266.0,0.0,733.0,0.0,6892.0,4641.0,1993-03-20,1994-07-02,2055812.0,13525.078947368422,15792.257884160157,500.0,141386.0,65097.29605263158,26285.873449525832,1054064.0,58788.0,942960.0,3891.0,106750.0,0.0,1050173.0,894998.0,0.0,1955223.0,0.0,0.0,96488.0,210.0,3891.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1967-02-10,No Card,
5549,2824,1994-07-16,50460,60,841.0,C,11,POPLATEK MESICNE,1993-10-20,8130.0,0.0,0.0,0.0,7289.0,841.0,1993-10-20,1994-07-10,274901.0,6393.046511627907,6840.650494526187,800.0,51971.0,37570.651162790695,10371.093531642746,158216.0,0.0,116685.0,1065.0,36445.0,0.0,157151.0,80240.0,0.0,237331.0,0.0,0.0,36445.0,60.0,1065.0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,F,1947-10-17,gold,1998-08-20
5556,2872,1997-05-19,268320,60,4472.0,C,1,POPLATEK MESICNE,1996-09-04,12571.0,0.0,4059.0,0.0,4040.0,4472.0,1996-09-04,1997-05-09,241602.0,4646.192307692308,4616.856710345387,200.0,49190.0,24411.403846153848,10874.534947477363,127127.0,0.0,114475.0,911.0,40495.0,0.0,126216.0,73980.0,0.0,220431.0,0.0,0.0,20200.0,60.0,911.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1952-09-29,No Card,
5561,2910,1998-08-29,437460,60,7291.0,C,68,POPLATEK MESICNE,1997-10-21,21725.3,0.0,7656.0,0.0,6778.0,7291.3,1997-10-21,1998-08-20,933704.0,17617.056603773584,19736.69493648734,900.0,101929.0,48935.43396226415,24396.987985207576,483859.0,0.0,449845.0,1731.0,72170.0,481228.0,900.0,377675.0,0.0,898008.0,0.0,0.0,33890.0,75.0,1731.0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,F,1953-06-24,classic,1998-09-03
5563,2912,1996-02-29,380160,60,6336.0,C,74,POPLATEK MESICNE,1994-07-30,6336.0,0.0,0.0,0.0,0.0,6336.0,1994-07-30,1996-02-21,1731799.0,15888.064220183487,16718.10503852548,1100.0,147375.0,64777.16513761468,27227.84323537681,878173.0,32631.0,820995.0,3893.0,0.0,0.0,874280.0,853626.0,0.0,1727711.0,0.0,0.0,0.0,195.0,3893.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1949-12-15,classic,1997-10-25
