account_id,district_id,frequency,date,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_DUCHOD_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,k_symbol_UVER_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
1347,8,POPLATEK MESICNE,1996-11-24,2066.0,0.0,0.0,0.0,2066.0,0.0,1996-11-24,1998-12-31,145205,1382.904761904762,1323.2467756635679,500,16871,12964.390476190476,2297.685296349846,79129,0,66076,1129,43386,77500,500,22690,0,0,143776,0,0,0,300,1129,0,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,OWNER,F,1943-02-20,No Card,
1348,55,POPLATEK MESICNE,1997-11-12,5534.0,0.0,17.0,492.0,5025.0,0.0,1997-11-12,1998-12-31,256977,3212.2125,4254.209741408196,300,60347,40882.3875,9632.47605363711,154648,0,102329,2056,49789,0,152592,52540,0,0,205148,4428,0,45225,120,2056,0,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,F,1972-08-28,No Card,
1349,75,POPLATEK MESICNE,1996-03-05,3813.0,0.0,0.0,0.0,3813.0,0.0,1996-03-05,1998-12-31,433688,2212.6938775510203,2362.242617245646,700,30698,17725.10714285714,4962.907537357406,224963,0,208725,2277,114390,221986,700,94335,0,221986,140230,0,0,68760,435,2277,0,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,OWNER,F,1930-09-02,No Card,
1350,21,POPLATEK TYDNE,1996-08-25,11447.0,1079.0,3493.0,0.0,6875.0,0.0,1996-08-25,1998-12-31,1317228,9022.109589041096,11792.350724749229,1000,108718,42679.91780821918,23574.22891049106,685903,103059,528266,4585,176256,0,681318,455069,0,0,1195258,0,0,116875,510,4585,0,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,OWNER,M,1943-10-20,No Card,
1351,40,POPLATEK MESICNE,1996-03-29,2227.0,0.0,0.0,0.0,2227.0,0.0,1996-03-29,1998-12-31,197128,1428.463768115942,1400.9935117071577,300,32946,21981.956521739132,5632.137432315551,113155,0,83973,2602,64583,110253,300,19390,0,0,129523,0,0,64583,420,2602,0,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,F,1954-01-30,No Card,
1352,1,POPLATEK MESICNE,1994-09-23,7004.0,0.0,3658.0,370.0,2976.0,0.0,1994-09-23,1998-12-31,2714418,6283.375,9556.367395306836,500,88471,53775.86111111111,12673.323723609497,1388910,0,1325508,10810,328818,0,1378100,996690,0,0,2546026,17020,0,139872,690,10810,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1959-05-01,No Card,
1353,51,POPLATEK MESICNE,1994-04-21,7297.0,0.0,6646.0,0.0,651.0,0.0,1994-04-21,1998-12-31,1949883,5635.5,6607.24679325334,700,57363,32561.384393063585,11080.097096821943,995271,0,954612,7975,372147,0,987296,582465,0,0,1907942,0,0,33201,765,7975,0,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,OWNER,F,1953-06-13,No Card,
1354,31,POPLATEK MESICNE,1997-06-21,3080.0,0.0,0.0,0.0,3080.0,0.0,1997-06-21,1998-12-31,157091,2066.9868421052633,1909.6553231297771,1000,22864,16144.434210526315,3521.039143342114,85116,0,71975,956,43120,83160,1000,28855,0,83160,29660,0,0,43120,195,956,0,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,OWNER,F,1923-01-28,No Card,
1355,1,POPLATEK MESICNE,1997-08-16,3606.0,0.0,0.0,0.0,3606.0,0.0,1997-08-16,1998-12-31,613326,7215.6,8241.22402952146,1100,72658,43578.98823529412,13028.83014107936,335809,0,277517,2554,43272,0,333255,234245,0,0,567335,0,0,43272,165,2554,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1959-10-10,No Card,
1356,39,POPLATEK MESICNE,1997-02-01,,,,,,,1997-02-01,1998-12-31,266455,2490.233644859813,3183.2719063568447,1000,36883,21300.448598130843,7401.9344427638935,140385,0,126070,1958,0,0,138427,126070,0,0,264227,0,0,0,270,1958,0,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,F,1976-04-17,No Card,
1357,56,POPLATEK MESICNE,1995-11-20,2290.0,0.0,0.0,0.0,2290.0,0.0,1995-11-20,1998-12-31,324917,1539.8909952606634,1507.4771426726288,900,64822,38950.29383886256,9541.062641671268,193847,0,131070,5752,75570,127095,61000,55500,0,0,243115,0,0,75570,480,5752,0,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,M,1976-06-06,No Card,
1358,39,POPLATEK MESICNE,1996-04-21,2980.0,0.0,0.0,0.0,2980.0,0.0,1996-04-21,1998-12-31,421051,2313.467032967033,2401.443455544579,500,58737,33510.84065934066,12820.183696113505,230006,0,191045,4256,83440,0,225750,107605,0,0,332950,0,0,83440,405,4256,0,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,F,1961-03-10,No Card,
1359,8,POPLATEK MESICNE,1993-12-02,,,,,,,1993-12-02,1998-12-06,132717,1105.975,1822.5513581655964,600,71696,33129.23333333333,13147.183999684825,102217,0,30500,5617,0,0,96600,30500,0,0,127100,0,0,0,0,5617,0,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,OWNER,M,1966-03-17,No Card,
1360,71,POPLATEK MESICNE,1994-08-14,,,,,,,1994-08-14,1998-12-31,749644,2686.89605734767,6464.283056828293,700,100726,41417.90681003584,17310.491664939273,406174,0,343470,9178,0,0,396996,268570,74900,0,739746,0,0,0,720,9178,0,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,F,1978-03-26,junior,1995-08-24
1361,46,POPLATEK MESICNE,1996-12-09,6195.0,0.0,0.0,0.0,6195.0,0.0,1996-12-09,1998-12-31,1052513,8420.104,8973.62611357268,1100,69347,40661.728,11391.38059149364,551428,0,501085,4092,123900,0,547336,377185,0,0,924236,0,0,123900,285,4092,0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,M,1952-03-12,No Card,
1362,1,POPLATEK MESICNE,1996-12-19,,,,,,,1996-12-19,1998-12-31,743970,8963.493975903615,12746.008682179014,1000,110286,42392.77108433735,22578.067725185352,402505,0,341465,4351,0,0,398154,341465,0,0,739454,0,0,0,165,4351,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1953-03-29,No Card,
1363,11,POPLATEK MESICNE,1997-03-23,6888.0,0.0,1760.0,82.0,5046.0,0.0,1997-03-23,1998-12-31,1057500,6693.037974683544,9848.409749017148,1000,78381,52859.1582278481,14363.48592055882,544644,0,512856,3851,117096,0,540793,395760,0,0,966233,1394,0,85782,240,3851,0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,F,1966-07-10,No Card,
1365,42,POPLATEK MESICNE,1996-03-15,2314.0,0.0,0.0,0.0,2314.0,0.0,1996-03-15,1998-12-31,293317,1585.4972972972973,1576.5685430442186,300,71921,43136.66486486486,12168.459598759382,182615,0,110702,5772,64792,114543,62300,45910,0,0,222333,0,0,64792,420,5772,0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1944-06-19,No Card,
1366,60,POPLATEK MESICNE,1993-02-24,5084.0,0.0,310.0,1.0,4773.0,0.0,1993-02-24,1998-12-31,1270761,2379.7022471910113,2984.31716498024,900,41307,26990.11797752809,5435.369668093602,647162,0,623599,7386,335544,0,639776,288055,0,0,947316,66,0,315018,975,7386,0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,M,1963-12-08,No Card,
1367,74,POPLATEK MESICNE,1996-08-20,5213.0,0.0,624.0,717.0,3872.0,0.0,1996-08-20,1998-12-31,727392,3247.285714285714,4591.937670333243,800,47715,27021.522321428572,7207.501411751259,375952,0,351440,2875,124395,0,373077,227045,0,0,614753,16491,0,92928,345,2875,0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1972-02-04,No Card,
1368,22,POPLATEK MESICNE,1996-12-12,4439.0,0.0,0.0,0.0,4439.0,0.0,1996-12-12,1998-12-31,836091,6688.728,9508.762877350418,1100,133421,30655.736,21364.83510507017,424337,90381,321373,2607,97658,0,421730,314096,0,0,735511,0,0,97658,315,2607,0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,OWNER,F,1968-06-18,No Card,
1369,32,POPLATEK MESICNE,1996-03-23,7743.0,0.0,1738.0,0.0,6005.0,0.0,1996-03-23,1998-12-31,902656,4198.4,4575.633680439256,400,59593,36369.83255813953,10003.133978995716,478532,0,424124,4995,216804,0,473537,207320,0,0,729101,0,0,168140,420,4995,0,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,OWNER,M,1935-10-02,No Card,
1370,52,POPLATEK MESICNE,1996-09-25,1852.0,0.0,0.0,0.0,1852.0,0.0,1996-09-25,1998-12-31,281249,2249.992,2475.5057075272516,600,49366,32688.312,7175.015017873461,160475,0,120774,3275,40744,156600,600,80030,0,156600,80300,0,0,40744,330,3275,0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1929-08-21,No Card,
1371,1,POPLATEK MESICNE,1994-04-27,3074.0,0.0,0.0,0.0,3074.0,0.0,1994-04-27,1998-12-31,500465,1954.94140625,1915.6624166571005,400,28667,21367.82421875,3482.6814996211338,263072,0,237393,4456,159848,258216,400,77545,0,258216,77180,0,0,159848,765,4456,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1937-12-15,No Card,
1372,1,POPLATEK MESICNE,1993-03-16,,,,,,,1993-03-16,1998-12-31,1164876,2994.5398457583547,6970.127949363331,300,111312,38318.09511568124,14289.733948476765,593901,0,570975,10682,0,0,583219,570975,0,0,1153219,0,0,0,975,10682,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1982-12-11,No Card,
1373,47,POPLATEK MESICNE,1993-06-12,1974.0,0.0,346.0,0.0,1628.0,0.0,1993-06-12,1998-12-31,385419,1067.6426592797784,1180.4809223634325,500,25193,17875.919667590028,2586.736809975907,200650,0,184769,4658,120414,195492,500,64355,0,0,280538,0,0,99308,915,4658,0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,F,1953-04-16,No Card,
1374,53,POPLATEK MESICNE,1996-09-26,8107.3,0.0,0.0,0.0,0.0,8107.3,1996-09-26,1998-12-31,2851979,17180.59638554217,20112.368381241795,700,126404,55641.030120481926,24264.650381792086,1444611,183033,1224335,5613,121605,1434998,4000,1285763,0,0,2724431,0,0,0,330,5613,121605,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1967-09-07,No Card,
1375,19,POPLATEK MESICNE,1994-04-27,7819.0,0.0,0.0,0.0,5930.0,1889.0,1994-04-27,1998-12-31,2428534,6783.614525139665,8009.079515507809,800,93209,51307.85474860335,12943.018528917717,1256673,0,1171861,11227,353696,0,1245446,818165,0,0,2062846,0,0,308360,765,11227,45336,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1957-04-29,No Card,
1376,64,POPLATEK MESICNE,1995-09-20,2731.0,0.0,0.0,0.0,2731.0,0.0,1995-09-20,1998-12-31,303598,1817.9520958083833,1735.7461463124005,700,32149,20798.874251497007,4526.077921507973,163423,0,140175,2940,95585,159783,700,44590,0,159783,44780,0,0,95585,510,2940,0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1918-11-10,No Card,
1377,1,POPLATEK MESICNE,1996-09-25,2272.0,0.0,0.0,0.0,2272.0,0.0,1996-09-25,1998-12-31,173752,1424.1967213114754,1395.92086753473,300,20969,15572.352459016394,2833.5614943943883,94386,0,79366,1422,52256,92664,300,27110,0,0,119744,0,0,52256,330,1422,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1941-08-31,No Card,
1378,59,POPLATEK MESICNE,1993-03-04,5874.0,0.0,2228.0,693.0,2953.0,0.0,1993-03-04,1998-12-31,3655529,6092.548333333333,9482.195460031095,1100,114101,66859.64666666667,19666.22926578401,1877463,0,1778066,19925,382691,0,1857538,1384075,11300,0,3397639,45045,0,191945,975,19925,0,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,F,1949-08-17,gold,1998-04-17
1379,47,POPLATEK MESICNE,1997-10-01,6953.0,0.0,0.0,0.0,6953.0,0.0,1997-10-01,1998-12-31,316783,4591.057971014493,4712.88322793164,700,50332,36702.75362318841,8722.402126987517,182303,0,134480,2208,69530,0,180095,57950,7000,0,244895,0,0,69530,150,2208,0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1952-10-25,classic,1998-10-07
1380,53,POPLATEK MESICNE,1996-02-19,11129.0,1200.0,1100.0,0.0,8829.0,0.0,1996-02-19,1998-12-31,1714713,7654.96875,9403.519321340376,1100,85744,49204.638392857145,14612.955576791503,891808,0,822905,6040,297870,0,885768,525035,0,0,1443368,0,0,264870,435,6040,0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1961-05-07,No Card,
1381,57,POPLATEK MESICNE,1993-11-01,2705.0,0.0,0.0,0.0,2705.0,0.0,1993-11-01,1998-12-31,494316,1722.355400696864,1666.6607477449868,1000,28999,18330.703832752613,3933.8171829358675,257266,0,237050,4670,154185,251596,1000,82865,0,251596,83010,0,0,154185,855,4670,0,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,F,1931-09-15,No Card,
1382,48,POPLATEK MESICNE,1993-08-03,2059.0,0.0,0.0,0.0,2059.0,0.0,1993-08-03,1998-12-31,388386,1198.7222222222222,1239.5632844767983,800,25243,19169.496913580246,3524.468585196922,206676,0,181710,5091,123540,200785,800,58170,0,0,258855,0,0,123540,900,5091,0,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1972-07-09,No Card,
1383,11,POPLATEK MESICNE,1996-04-15,2173.0,0.0,0.0,0.0,2173.0,0.0,1996-04-15,1998-12-31,420475,2444.6220930232557,2601.331515142348,1000,50913,36376.023255813954,6327.306361235377,226516,0,193959,4428,60844,221088,1000,133115,0,221088,133710,0,0,60844,405,4428,0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,F,1920-10-27,No Card,
1384,74,POPLATEK TYDNE,1996-03-28,,,,,,,1996-03-28,1998-12-31,2229144,13268.714285714286,14554.593235992,-2264,114021,48611.619047619046,21626.563055984763,1141454,132449,955241,6378,0,1129176,5900,1087690,0,0,2221925,0,1,0,840,6378,0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1940-02-15,No Card,
1385,53,POPLATEK MESICNE,1997-05-08,9834.0,0.0,0.0,0.0,9834.0,0.0,1997-05-08,1998-12-31,712398,6720.735849056604,7224.719223151116,1000,79028,57250.160377358494,11707.174391422426,390929,0,321469,4673,157344,0,386256,164125,0,0,550156,0,0,157344,225,4673,0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1953-02-03,No Card,
1387,67,POPLATEK MESICNE,1997-01-01,,,,,,,1997-01-01,1998-12-22,61892,1439.3488372093022,2612.0872413393213,1100,48892,32713.46511627907,11080.42066708067,55392,0,6500,2192,0,0,53200,6500,0,0,59700,0,0,0,0,2192,0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,F,1942-04-17,No Card,
1388,29,POPLATEK MESICNE,1994-05-02,,,,,,,1994-05-02,1998-12-31,2547115,10481.954732510289,11571.73788609792,700,78299,43848.44032921811,15099.741536275844,1305250,0,1241865,9030,0,0,1296220,1214365,27500,0,2537320,0,0,0,765,9030,0,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,F,1975-03-28,classic,1996-06-28
1389,34,POPLATEK MESICNE,1997-08-05,11603.7,0.0,0.0,0.0,6376.0,5227.7,1997-08-05,1998-12-31,1336003,10603.198412698413,12069.46535950609,800,117375,48904.25396825397,27383.81091343906,699565,70261,566177,2761,116552,0,696804,519886,0,0,1216465,0,0,95640,225,2761,20912,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,M,1940-11-25,No Card,
1390,69,POPLATEK MESICNE,1996-12-30,7158.0,0.0,6147.0,0.0,1011.0,0.0,1996-12-30,1998-12-31,589751,3931.673333333333,4527.394228837484,400,47088,26302.02,6846.87157138452,311446,0,278305,2458,143160,0,308988,135145,0,0,566788,0,0,20220,285,2458,0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,OWNER,M,1956-09-07,No Card,
1391,15,POPLATEK MESICNE,1996-12-21,3053.0,0.0,0.0,0.0,3053.0,0.0,1996-12-21,1998-12-31,806934,6159.801526717557,6928.156265358659,600,59291,38199.19083969466,10285.69715083449,424909,0,382025,3485,61060,0,421424,320965,0,0,742104,0,0,61060,285,3485,0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,F,1951-12-24,No Card,
1392,60,POPLATEK MESICNE,1993-04-28,7297.0,0.0,4216.0,0.0,3081.0,0.0,1993-04-28,1998-12-31,3428860,7775.1927437641725,9966.5025834972,700,124909,60838.43083900227,23867.02211830738,1746904,0,1681956,17864,459711,0,1729040,1222245,0,0,3215948,0,0,194103,945,17864,0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,F,1944-04-21,No Card,
1393,1,POPLATEK MESICNE,1996-11-24,5254.0,0.0,0.0,0.0,5254.0,0.0,1996-11-24,1998-12-31,454346,3693.869918699187,3890.3729286436983,600,49045,33631.365853658535,7765.365672058961,243246,0,211100,3416,105080,0,239830,106020,0,0,345550,0,0,105080,300,3416,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1947-11-08,No Card,
1394,32,POPLATEK MESICNE,1994-12-27,2100.0,0.0,0.0,0.0,2100.0,0.0,1994-12-27,1998-12-31,558394,2068.125925925926,2614.1845258154754,600,67266,39580.62222222222,11466.107173232529,312283,0,246111,7315,90946,304368,600,155165,0,304368,183544,0,0,62522,645,7315,0,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,OWNER,M,1923-08-10,No Card,
1395,1,POPLATEK MESICNE,1995-11-21,3432.0,0.0,0.0,0.0,3432.0,0.0,1995-11-21,1998-12-31,526885,2545.3381642512077,2576.218692030527,300,51689,30589.357487922705,10579.117917866577,289281,0,237604,4743,109824,0,284538,127780,0,0,411838,0,0,109824,480,4743,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1936-12-04,No Card,
1396,46,POPLATEK MESICNE,1996-06-26,14707.0,0.0,0.0,0.0,14707.0,0.0,1996-06-26,1998-12-31,2559364,13057.979591836734,12709.009744537963,400,128388,57099.27551020408,24010.21679598859,1296448,127144,1135772,6071,382382,0,1290377,877534,3000,0,2170521,0,0,382382,390,6071,0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,F,1947-08-17,classic,1997-03-04
1397,17,POPLATEK MESICNE,1993-03-22,8319.0,0.0,0.0,0.0,8319.0,0.0,1993-03-22,1998-12-31,2607210,6469.503722084367,7070.423825450884,700,62010,35361.85359801489,10754.03220298283,1325334,0,1281876,10584,532416,0,1314750,686660,62800,0,2063250,0,0,532416,960,10584,0,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,OWNER,F,1978-02-08,junior,1996-03-09
1398,62,POPLATEK MESICNE,1994-08-18,,,,,,,1994-08-18,1998-12-25,103604,1546.3283582089553,2099.7002122818285,1000,48271,33711.49253731343,8349.378260962936,67804,0,35800,2404,0,0,65400,35800,0,0,101200,0,0,0,0,2404,0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,M,1972-02-07,No Card,
1399,45,POPLATEK MESICNE,1996-05-20,5814.0,0.0,358.0,29.0,5427.0,0.0,1996-05-20,1998-12-31,634625,2548.6947791164657,3453.0134646580427,800,46881,30223.82730923695,8374.861614064743,335902,0,298723,4054,151193,0,331848,147530,0,0,488296,783,0,141102,390,4054,0,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,F,1980-07-06,No Card,
1401,1,POPLATEK MESICNE,1993-08-12,2463.0,0.0,0.0,0.0,2463.0,0.0,1993-08-12,1998-12-31,853265,2417.1813031161473,2643.8534260860047,300,51101,34598.951841359776,7539.9162326891665,447450,0,405815,8750,147780,438400,300,258035,0,438400,257450,0,0,147780,885,8750,0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1923-03-21,No Card,
1402,74,POPLATEK MESICNE,1993-03-26,5139.0,0.0,2595.0,471.0,2073.0,0.0,1993-03-26,1998-12-31,1401870,2380.0848896434636,3145.058363278454,400,50569,29080.04244482173,7738.575719508256,712729,0,689141,7879,333661,0,704850,355480,0,0,1227671,30615,0,134745,960,7879,0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1964-01-10,No Card,
1403,17,POPLATEK MESICNE,1995-11-02,9120.0,0.0,0.0,0.0,9120.0,0.0,1995-11-02,1998-12-31,1282111,6315.817733990148,6531.000728534606,1000,54577,28845.566502463054,11290.227089037704,653656,0,628455,4725,300960,0,648931,327495,0,0,975931,0,0,300960,495,4725,0,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,OWNER,M,1955-03-11,No Card,
1404,7,POPLATEK TYDNE,1993-09-22,9086.0,2121.0,606.0,53.0,6306.0,0.0,1993-09-22,1998-12-31,3675552,6575.227191413238,11865.565887852661,400,146017,54854.87298747764,30082.645240156813,1867098,159994,1648460,13085,431830,0,1854013,1376624,0,0,3266379,3286,0,390972,1830,13085,0,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,OWNER,M,1949-03-09,No Card,
1405,53,POPLATEK MESICNE,1996-06-04,2387.0,0.0,158.0,0.0,2229.0,0.0,1996-06-04,1998-12-31,281493,1473.7853403141362,1748.6978556974345,400,45833,33348.476439790575,6754.343324520499,160362,0,121131,4151,64291,111011,45200,56840,0,0,216769,0,0,60183,390,4151,0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,F,1973-04-07,No Card,
1406,50,POPLATEK MESICNE,1994-03-04,2760.0,0.0,0.0,0.0,2760.0,0.0,1994-03-04,1998-12-31,473807,1489.9591194968552,1722.3729105854125,200,33217,20571.786163522014,4225.752329358927,245012,0,228795,4634,149040,240178,200,79755,0,240178,103892,0,0,124308,795,4634,0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1918-01-11,No Card,
1407,19,POPLATEK PO OBRATU,1997-04-11,20109.7,0.0,0.0,0.0,14882.0,5227.7,1997-04-11,1998-12-31,2589206,14226.406593406593,15145.872316626683,800,143697,77371.25274725274,22489.193619838225,1331689,185751,1071766,6225,340266,0,1325464,917251,0,0,2240815,0,0,282758,1900,6225,57508,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,F,1946-07-01,No Card,
1408,10,POPLATEK MESICNE,1996-09-07,,,,,,,1996-09-07,1998-12-31,2175227,15649.115107913669,16671.30295068777,200,123851,71004.84892086331,21610.554525446583,1133583,171199,870445,8543,0,1124840,200,1003144,38500,0,2166339,0,0,0,345,8543,0,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,M,1951-02-18,gold,1997-12-11
1410,74,POPLATEK MESICNE,1993-09-11,3816.0,0.0,0.0,0.0,3816.0,0.0,1993-09-11,1998-12-31,2845706,7488.7,8868.713676097655,500,109922,67725.12894736842,15477.812008540457,1465961,0,1379745,17414,228960,0,1448547,1150785,0,0,2598447,0,0,228960,885,17414,0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1952-12-13,No Card,
1411,54,POPLATEK MESICNE,1993-07-09,5174.0,0.0,0.0,0.0,5174.0,0.0,1993-07-09,1998-12-31,1896596,4825.944020356234,5401.919502184646,600,111266,59822.15267175573,21379.017294694255,997382,0,899214,15646,315614,0,981736,583600,0,0,1564436,0,0,315614,900,15646,0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1944-02-11,No Card,
1412,64,POPLATEK MESICNE,1993-05-18,3819.0,0.0,1773.0,1110.0,936.0,0.0,1993-05-18,1998-12-31,2076356,4063.3189823874754,5596.973406384586,1000,58495,28634.420743639923,9020.832930385186,1054105,0,1022251,7848,239661,0,1046257,782590,0,0,1939616,69930,0,58032,930,7848,0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,F,1962-06-14,No Card,
1413,65,POPLATEK MESICNE,1995-06-07,6113.0,0.0,3477.0,620.0,2016.0,0.0,1995-06-07,1998-12-31,1279463,4351.914965986394,5591.747240742257,1100,54186,28388.119047619046,9624.775854813643,656314,0,623149,4901,232294,0,651413,390855,0,0,1173839,23560,0,76608,555,4901,0,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,M,1935-04-21,No Card,
1414,58,POPLATEK MESICNE,1995-01-17,9134.0,0.0,5397.0,1817.0,1920.0,0.0,1995-01-17,1998-12-31,1606158,4642.075144508671,5686.811887992199,600,62180,27896.456647398845,9420.113669865537,821866,0,784292,4922,392762,0,816944,391530,0,0,1439915,78131,0,82560,630,4922,0,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,OWNER,M,1945-05-22,No Card,
1416,66,POPLATEK TYDNE,1993-07-12,3688.0,3688.0,0.0,0.0,0.0,0.0,1993-07-12,1998-12-13,4174281,12134.537790697674,15573.626012286912,-6746,139709,46694.726744186046,32860.98738414558,2083769,177283,1913229,11282,0,0,2072487,2090512,0,0,4161170,0,29,0,1800,11282,0,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,F,1979-03-07,No Card,
1417,75,POPLATEK MESICNE,1994-12-20,7394.0,0.0,0.0,0.0,7394.0,0.0,1994-12-20,1998-12-31,2461501,8822.58422939068,9935.923130721492,200,115548,65305.455197132615,21593.083568186787,1281920,0,1179581,12512,325336,0,1269408,843545,10700,0,2123008,0,0,325336,645,12512,0,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,OWNER,M,1938-07-27,gold,1998-03-22
