loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_DUCHOD_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,k_symbol_UVER_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
5589,3005,1998-06-05,390000,48,8125.0,C,42,POPLATEK PO OBRATU,1997-01-11,22704.3,0.0,7696.0,0.0,6883.0,8125.3,1997-01-11,1998-12-31,1120283,11091.910891089108,12841.141256211624,600,120715,44852.0495049505,26137.106116544826,581742,8376,530165,2162,202665,0,579580,335876,0,0,991516,0,0,68830,900,2162,56875,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1947-12-13,No Card,
5591,3021,1996-12-04,155616,48,3242.0,C,10,POPLATEK MESICNE,1996-04-20,3241.8,0.0,0.0,0.0,0.0,3241.8,1996-04-20,1998-12-31,1366968,7722.983050847458,8478.789188103574,300,62154,31852.22033898305,11102.256994742611,693562,103551,569855,3880,81050,680782,8900,592356,0,0,1281633,0,0,0,405,3880,81050,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,OWNER,F,1959-10-25,No Card,
5593,3037,1996-04-18,277884,36,7719.0,D,44,POPLATEK MESICNE,1994-05-26,7718.7,0.0,0.0,0.0,0.0,7718.7,1994-05-26,1998-11-30,2323581,8637.847583643123,11779.807552141441,-2507,129394,33307.33828996283,26408.649485397695,1164793,65946,1092842,5582,123504,0,1159211,1035284,0,0,1969557,0,33,224200,705,5582,123504,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,F,1980-09-17,No Card,
5595,3050,1994-09-02,82896,12,6908.0,A,60,POPLATEK MESICNE,1993-05-08,16783.5,0.0,119.0,41.0,9716.0,6907.5,1993-05-08,1998-12-31,6079311,9982.448275862069,14591.250741173983,900,116804,57004.2249589491,21648.200997950516,3067594,344403,2667314,14503,705084,3025491,27600,2250133,56500,0,5366291,2583,0,612108,930,14503,82896,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,M,1972-02-06,classic,1994-02-15
5599,3064,1995-03-21,15420,12,1285.0,A,40,POPLATEK MESICNE,1993-05-23,7454.0,0.0,4714.0,0.0,1455.0,1285.0,1993-05-23,1998-12-31,1505718,2940.85546875,3396.433273454194,1000,60755,34505.8671875,11098.504553180324,780910,0,724808,9768,397898,0,771142,326910,0,0,1389390,0,0,90210,930,9768,15420,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,F,1965-06-04,No Card,
5606,3084,1996-08-28,253512,36,7042.0,D,59,POPLATEK TYDNE,1996-01-28,7042.0,0.0,0.0,0.0,0.0,7042.0,1996-01-28,1998-12-31,1643053,8215.265,9887.337695675036,-4976,111044,31399.71,22503.118362709884,856148,115072,671833,3891,169008,0,852257,617897,0,0,1202229,0,25,267000,900,3891,169008,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,OWNER,F,1945-08-07,No Card,
5610,3112,1996-02-24,123216,48,2567.0,C,38,POPLATEK MESICNE,1994-08-12,5619.3,0.0,1584.0,0.0,1468.0,2567.3,1994-08-12,1998-12-31,4823300,10987.015945330297,14677.248350234056,700,155867,73384.10022779043,25953.19173593432,2450563,152359,2220378,14587,224618,0,2435976,2115119,33000,0,4654715,0,0,66060,660,14587,87278,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1977-08-12,junior,1996-08-05
5611,3115,1996-11-15,321180,60,5353.0,C,14,POPLATEK MESICNE,1996-03-27,20076.3,0.0,0.0,0.0,14723.0,5353.3,1996-03-27,1998-12-31,2306539,11196.791262135923,12563.48381853756,700,90257,36220.728155339806,16239.127081666693,1164267,92460,1049812,4347,560792,1156320,3600,581480,0,0,1740980,0,0,426967,420,4347,133825,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,M,1936-09-07,No Card,
5614,3137,1998-09-21,253560,60,4226.0,C,39,POPLATEK MESICNE,1996-12-15,4226.5,0.0,0.0,0.0,0.0,4226.5,1996-12-15,1998-12-31,1281138,10167.761904761905,11118.002589982476,900,76510,40490.78571428572,13671.344850661695,665955,72117,543066,3623,12681,659332,3000,602502,0,0,1264549,0,0,0,285,3623,12681,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,F,1951-06-20,No Card,
5616,3143,1998-05-15,130896,24,5454.0,C,38,POPLATEK MESICNE,1996-10-18,9928.0,0.0,0.0,0.0,4474.0,5454.0,1996-10-18,1998-12-31,579377,3598.614906832298,3005.3690040952374,300,59233,36910.782608695656,10951.016742576723,315750,0,263627,3958,132132,0,311792,131495,0,0,442972,0,0,93954,315,3958,38178,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1954-06-15,No Card,
5620,3161,1998-06-16,30012,12,2501.0,C,48,POPLATEK MESICNE,1996-08-26,2501.0,0.0,0.0,0.0,0.0,2501.0,1996-08-26,1998-12-31,1551432,10849.174825174825,14121.429143209467,700,127752,51154.20279720279,26090.515743356977,793880,71976,685576,5112,15006,0,788768,742546,0,0,1531044,0,0,0,270,5112,15006,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1953-11-26,No Card,
5624,3166,1995-01-03,177744,48,3703.0,D,71,POPLATEK MESICNE,1993-08-10,3702.8,0.0,0.0,0.0,0.0,3702.8,1993-08-10,1998-12-31,4153134,9726.309133489462,12340.757232569898,-2486,145957,51253.644028103045,29515.948339897586,2109234,411320,1632580,12603,166635,0,2096631,1831465,45800,0,3972951,0,30,0,915,12603,166635,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,M,1972-03-13,classic,1996-05-20
5625,3189,1996-12-15,222180,60,3703.0,D,29,POPLATEK MESICNE,1995-11-29,3702.8,0.0,0.0,0.0,0.0,3702.8,1995-11-29,1998-12-31,1452161,7408.984693877551,10265.003578490912,-5968,130659,34328.72448979592,23027.313298767658,734704,125033,592424,5587,74060,0,729117,643397,0,0,1372050,0,14,0,450,5587,74060,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,M,1939-03-20,No Card,
5634,3229,1997-05-01,39024,12,3252.0,A,64,POPLATEK MESICNE,1995-11-18,16491.2,0.0,6411.0,0.0,6828.0,3252.2,1995-11-18,1998-12-31,2461466,8886.158844765343,12034.950431159828,300,141938,53534.21299638989,25501.665478606068,1237871,67096,1156499,7236,502389,0,1230635,718106,3100,0,2175716,0,0,238980,510,7236,39024,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1936-12-23,classic,1997-09-22
5635,3230,1996-10-04,77184,36,2144.0,C,1,POPLATEK MESICNE,1995-03-11,2144.0,0.0,0.0,0.0,0.0,2144.0,1995-03-11,1998-12-31,3112683,11790.46590909091,15295.753150960149,200,142918,47051.018939393936,27613.536962468002,1610140,260630,1241913,8645,57888,0,1601495,1444655,0,0,3045625,0,0,0,525,8645,57888,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1954-12-09,No Card,
5638,3249,1997-08-27,68124,12,5677.0,A,74,POPLATEK MESICNE,1996-10-11,13874.0,0.0,0.0,0.0,8197.0,5677.0,1996-10-11,1998-12-31,1150143,7099.648148148148,8029.767358519991,1100,72161,37501.22839506173,13501.815959424503,603890,0,546253,3923,248458,0,599967,297795,0,0,897447,0,0,180334,315,3923,68124,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1957-11-01,No Card,
5643,3273,1997-09-21,94512,12,7876.0,B,74,POPLATEK MESICNE,1995-12-29,7876.0,0.0,0.0,0.0,0.0,7876.0,1995-12-29,1998-12-31,3915498,15059.607692307693,20495.22818707064,-6201,133408,34594.553846153845,29214.691064615927,1954675,144170,1816653,9393,70884,1940682,4600,1889939,0,0,3834352,0,404,0,465,9393,70884,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1952-11-28,No Card,
5644,3293,1998-11-27,276084,36,7669.0,C,1,POPLATEK MESICNE,1997-08-08,11745.7,0.0,788.0,58.0,3231.0,7668.7,1997-08-08,1998-12-31,1653976,10670.812903225806,16408.819479917125,1100,132187,59131.412903225806,22309.053038279493,859611,165646,628719,4489,57439,851222,3900,730326,6600,0,1602112,754,0,38772,180,4489,7669,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1964-03-13,classic,1998-07-25
5651,3329,1997-12-08,19248,12,1604.0,A,3,POPLATEK MESICNE,1996-10-12,10853.0,0.0,0.0,0.0,9249.0,1604.0,1996-10-12,1998-12-31,1075432,6557.512195121952,7785.441821087844,200,65132,36320.54878048781,10312.918143256433,556331,0,519101,3752,222726,0,552579,296375,0,0,848639,0,0,203478,315,3752,19248,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,M,1964-10-16,No Card,
5656,3353,1997-02-09,146064,24,6086.0,C,74,POPLATEK MESICNE,1996-08-27,17174.2,0.0,58.0,414.0,10616.0,6086.2,1996-08-27,1998-12-31,1974678,8585.55652173913,11593.110370204511,200,131271,43421.24347826087,26517.608080923754,1007657,45860,921161,4496,388916,0,1003161,578105,0,0,1582255,9522,0,244168,345,4496,133892,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1953-06-01,No Card,
5657,3354,1994-07-05,4980,12,415.0,A,63,POPLATEK MESICNE,1993-11-05,5148.0,0.0,2704.0,1540.0,489.0,415.0,1993-11-05,1998-12-31,1453562,2727.1332082551594,3764.5599667823585,800,50991,25265.219512195123,8492.311098839244,742110,0,711452,6750,273597,0,735360,437855,0,0,1323784,89320,0,27873,855,6750,4980,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,F,1952-07-26,No Card,
5665,3390,1998-03-11,40632,12,3386.0,C,12,POPLATEK TYDNE,1996-12-22,6904.5,0.0,2564.0,105.0,850.0,3385.5,1996-12-22,1998-12-31,1020362,4813.028301886792,7290.352066934679,1100,79348,52229.81603773585,11909.066730344503,535854,62998,421510,4514,104240,528140,3200,380268,0,0,962318,2100,0,17000,570,4514,33860,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,F,1945-05-03,No Card,
5669,3403,1998-06-27,71820,36,1995.0,C,63,POPLATEK MESICNE,1997-05-20,1995.0,0.0,0.0,0.0,0.0,1995.0,1997-05-20,1998-12-31,1403549,11051.566929133858,13024.744966939594,700,126305,58984.913385826774,23285.320916979526,755740,128899,518910,4115,11970,0,751625,635839,0,0,1387224,0,0,0,240,4115,11970,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,OWNER,M,1964-02-09,No Card,
5674,3418,1997-06-10,207264,48,4318.0,C,42,POPLATEK PO OBRATU,1996-09-02,4318.0,0.0,0.0,0.0,0.0,4318.0,1996-09-02,1998-12-31,2240816,12047.397849462366,14219.610959926826,400,124818,50082.20430107527,27666.205864198244,1134171,196903,909742,5106,82042,0,1129065,1024603,0,0,2151368,0,0,0,2300,5106,82042,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1962-10-15,No Card,
5681,3448,1997-10-20,68664,24,2861.0,C,58,POPLATEK TYDNE,1996-06-06,2860.7,0.0,0.0,0.0,0.0,2860.7,1996-06-06,1998-12-31,1309041,9027.868965517242,13202.058929941768,700,115629,38762.16551724138,21179.372710327596,666475,12632,629934,5078,40054,0,661397,602512,0,0,1263129,0,0,0,780,5078,40054,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,OWNER,F,1980-02-19,No Card,
5682,3455,1997-03-07,67464,12,5622.0,A,34,POPLATEK MESICNE,1996-03-13,5622.5,0.0,0.0,0.0,0.0,5622.5,1996-03-13,1998-12-31,2344805,12341.078947368422,14301.330309937808,600,111360,52673.55263157895,22665.073343273027,1222454,80155,1042196,6997,67476,1214457,1000,1054875,0,0,2269912,0,0,0,420,6997,67476,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,M,1935-12-25,No Card,
5683,3460,1998-05-29,140688,48,2931.0,C,16,POPLATEK MESICNE,1997-04-08,2931.0,0.0,0.0,0.0,0.0,2931.0,1997-04-08,1998-12-12,1036006,9087.771929824561,12259.92786437013,300,144580,48259.36842105263,29111.822670056223,522918,67701,445387,3230,20517,0,519688,492571,0,0,1011989,0,0,0,270,3230,20517,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1941-06-23,No Card,
5693,3489,1995-08-01,44088,24,1837.0,A,9,POPLATEK MESICNE,1994-12-08,5210.0,0.0,0.0,0.0,3373.0,1837.0,1994-12-08,1998-12-31,1666460,5554.866666666667,6710.357415545768,1000,65421,43216.42,9000.98613309456,856415,0,810045,8355,192500,0,848060,617545,0,0,1464960,0,0,148412,645,8355,44088,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,F,1951-06-25,No Card,
5698,3556,1998-09-22,174840,60,2914.0,C,58,POPLATEK MESICNE,1997-08-29,8137.8,0.0,984.0,0.0,4240.0,2913.8,1997-08-29,1998-12-31,631367,5587.3185840707965,6850.528233367804,1100,64670,34492.592920353985,10654.42290003577,326930,105842,198595,2079,71430,305951,18900,233007,0,0,569501,0,0,50880,165,2079,8742,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,OWNER,F,1951-05-07,No Card,
5699,3562,1998-05-24,174960,24,7290.0,C,50,POPLATEK MESICNE,1996-07-19,7290.5,0.0,0.0,0.0,0.0,7290.5,1996-07-19,1998-12-31,2537129,12685.645,14701.275141049477,1000,159286,65372.275,28987.73055229119,1295218,114984,1126927,6913,51037,0,1288305,1190874,0,0,2478789,0,0,0,390,6913,51037,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,F,1977-09-15,No Card,
5706,3608,1996-05-24,161496,36,4486.0,C,72,POPLATEK TYDNE,1994-08-30,7610.0,0.0,0.0,0.0,3124.0,4486.0,1994-08-30,1998-12-31,2604076,7397.943181818182,10476.994495044086,500,113866,44887.12215909091,21293.23486360268,1321563,187847,1094666,8838,295266,0,1312725,987247,0,0,2298472,0,0,156200,1500,8838,139066,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1971-07-24,No Card,
5713,3629,1995-05-30,158760,60,2646.0,C,48,POPLATEK MESICNE,1993-07-27,13649.5,0.0,368.0,8742.0,1894.0,2645.5,1993-07-27,1998-12-31,2303487,4346.201886792453,5735.472028869754,900,59898,22880.637735849057,7533.601027859552,1165275,60094,1078118,6723,774018,1119052,39500,364194,0,0,1543926,524520,0,113640,900,6723,113778,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,OWNER,M,1978-01-31,No Card,
5718,3637,1997-09-01,14028,12,1169.0,A,53,POPLATEK MESICNE,1995-10-28,6265.0,0.0,219.0,0.0,4877.0,1169.0,1995-10-28,1998-12-31,1286860,4595.928571428572,6176.044551001466,400,88924,57448.37142857143,11764.810414881556,680593,0,606267,8289,187292,0,672304,418975,0,0,1098230,0,0,165818,495,8289,14028,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,F,1945-12-27,No Card,
5719,3664,1997-09-20,271584,48,5658.0,C,1,POPLATEK MESICNE,1996-04-28,5658.0,0.0,0.0,0.0,0.0,5658.0,1996-04-28,1998-12-31,2457866,12413.464646464647,13746.775725565525,800,115113,66368.98484848485,24708.995666712915,1265606,168730,1023530,8609,84870,0,1256997,1099090,8300,0,2364027,0,0,0,360,8609,84870,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1976-04-24,classic,1998-04-29
5723,3674,1994-09-10,23628,12,1969.0,A,38,POPLATEK MESICNE,1993-03-12,11471.7,0.0,0.0,0.0,9503.0,1968.7,1993-03-12,1998-12-31,6941745,12178.5,14075.027553063897,1000,157161,67867.25438596492,27641.56788057636,3515151,405914,3020680,18057,631820,0,3497094,2794774,0,0,6290908,0,0,608192,960,18057,23628,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,M,1954-03-09,No Card,
5724,3678,1995-02-05,316140,60,5269.0,D,1,POPLATEK MESICNE,1993-03-24,5269.0,0.0,0.0,0.0,0.0,5269.0,1993-03-24,1998-12-31,1600825,3866.727053140097,3655.9919347578643,-15009,39616,9629.374396135267,11152.223749949208,797560,0,803265,2879,216029,0,794681,587236,0,0,989741,0,1116,390100,960,2879,216029,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1968-02-22,No Card,
5725,3679,1996-07-23,444864,48,9268.0,C,64,POPLATEK MESICNE,1995-08-15,18285.0,0.0,5148.0,0.0,3869.0,9268.0,1995-08-15,1998-12-31,1660427,5553.267558528428,6155.0992175461015,800,63172,32884.16053511706,10310.553747407015,852095,0,808332,5608,584367,0,846487,223965,0,0,1250107,0,0,135415,525,5608,268772,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1964-03-29,No Card,
5731,3711,1997-11-05,460980,60,7683.0,D,3,POPLATEK MESICNE,1997-05-08,7683.2,0.0,0.0,0.0,0.0,7683.2,1997-05-08,1998-12-31,768070,7604.653465346535,10912.747193475752,-6280,103750,24349.287128712873,30037.195963783524,382844,22650,362576,1485,69147,0,381359,316079,0,0,621209,0,304,75700,225,1485,69147,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,OWNER,F,1964-12-09,No Card,
5739,3747,1995-01-02,76380,12,6365.0,A,1,POPLATEK MESICNE,1994-05-01,12081.0,0.0,1827.0,1500.0,2389.0,6365.0,1994-05-01,1998-12-31,1281895,3044.8812351543943,3175.5874042532378,1100,41703,17848.691211401427,6757.303303315165,649478,0,632417,3764,373612,0,645714,258805,0,0,998758,78000,0,124228,765,3764,76380,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1957-06-28,No Card,
5740,3752,1995-04-02,18564,12,1547.0,A,1,POPLATEK MESICNE,1994-11-25,4765.0,0.0,0.0,0.0,3218.0,1547.0,1994-11-25,1998-12-31,1761191,5503.721875,6839.239286615339,200,93906,54388.89375,12093.719497075412,925237,0,835954,10341,163374,0,914896,672580,0,0,1586816,0,0,144810,660,10341,18564,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1963-02-04,No Card,
5741,3754,1996-11-03,68544,24,2856.0,A,37,POPLATEK TYDNE,1996-02-19,9829.0,0.0,2084.0,913.0,3976.0,2856.0,1996-02-19,1998-12-31,2136509,6847.785256410257,10519.986332044626,900,96559,49882.320512820515,18266.820674900344,1106946,192035,837528,6286,273758,1093760,6900,755805,0,0,1918115,27390,0,115304,870,6286,68544,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,M,1976-09-16,No Card,
5750,3804,1996-02-08,63252,12,5271.0,A,7,POPLATEK MESICNE,1994-04-07,10371.7,0.0,4458.0,0.0,643.0,5270.7,1994-04-07,1998-12-31,3920257,8711.682222222222,11579.47567133627,13098,86343,45728.6,17218.13745039164,1980066,251706,1688485,10478,333605,1960688,8900,1606586,0,0,3811668,0,0,34079,780,10478,63252,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846,OWNER,F,1949-06-24,No Card,
5754,3834,1994-09-28,23052,12,1921.0,A,54,POPLATEK MESICNE,1993-01-19,8861.0,0.0,637.0,3189.0,3114.0,1921.0,1993-01-19,1998-12-31,2216845,3333.6015037593984,4760.739654331355,700,54322,24129.73082706767,8158.8149489808775,1123741,0,1093104,7372,481354,0,1116369,611750,0,0,1769433,210474,0,205524,990,7372,23052,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1940-11-01,No Card,
5758,3859,1997-05-02,307200,60,5120.0,D,53,POPLATEK MESICNE,1996-04-23,5120.2,0.0,0.0,0.0,0.0,5120.2,1996-04-23,1998-12-31,1797734,10391.526011560694,14328.622983371784,-11549,142668,31669.20809248555,29971.020109210138,909069,184188,704477,3439,51200,0,905630,837465,0,0,1742718,0,2,0,375,3439,51200,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1962-02-26,No Card,
5760,3862,1998-09-18,74916,36,2081.0,C,1,POPLATEK MESICNE,1996-11-23,13412.8,0.0,7824.0,0.0,3508.0,2080.8,1996-11-23,1998-12-31,2597889,12611.111650485436,15148.33764951029,600,143677,58488.03398058253,27581.662517744327,1327041,152280,1118568,5032,232883,0,1322009,1037965,0,0,2516169,0,0,70160,285,5032,6243,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1942-09-16,No Card,
5765,3875,1998-02-10,153936,24,6414.0,C,44,POPLATEK MESICNE,1997-10-18,6413.7,0.0,0.0,0.0,0.0,6413.7,1997-10-18,1998-12-31,1142992,15657.424657534246,17335.09131623371,1100,117929,58962.94520547945,23475.556552324804,600447,61370,481175,2876,64140,596471,1100,478405,0,0,1075841,0,0,0,135,2876,64140,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1949-08-28,No Card,
5772,3906,1998-03-08,334620,60,5577.0,C,52,POPLATEK MESICNE,1997-07-08,5577.3,0.0,0.0,0.0,0.0,5577.3,1997-07-08,1998-12-31,1242225,13215.159574468085,14481.252168652805,1100,98482,66272.0425531915,19666.725146759178,667676,107884,466665,5328,55770,652548,9800,518779,0,0,1180932,0,0,0,195,5328,55770,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1961-05-09,No Card,
5773,3907,1998-03-16,133848,24,5577.0,C,37,POPLATEK MESICNE,1996-04-18,5577.3,0.0,0.0,0.0,0.0,5577.3,1996-04-18,1998-12-31,1863663,10772.618497109826,13312.258481447288,600,133751,44806.34104046243,30325.616301841317,954591,38144,870928,5044,50193,0,949547,858879,0,0,1807991,0,0,0,435,5044,50193,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,F,1960-06-06,No Card,
5774,3916,1998-07-12,96984,36,2694.0,C,8,POPLATEK MESICNE,1997-09-28,17241.7,0.0,1078.0,2570.0,10900.0,2693.7,1997-09-28,1998-12-31,535186,5693.468085106383,6841.098881581279,800,50063,18985.94680851064,10025.301563980665,275044,0,260142,971,176192,266673,7400,83950,0,0,369731,28270,0,119900,150,971,16164,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,OWNER,M,1972-01-28,No Card,
5779,3942,1997-10-14,107352,36,2982.0,C,27,POPLATEK TYDNE,1996-05-10,16410.5,0.0,0.0,0.0,13428.0,2982.5,1996-05-10,1998-12-31,2442744,12275.095477386934,14339.068533204272,600,153506,57349.85427135678,27042.685442710812,1248607,59957,1134180,6040,323750,0,1242567,870387,0,0,2112324,0,0,281988,630,6040,41762,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,F,1939-12-28,No Card,
5782,3953,1998-01-04,63576,12,5298.0,C,1,POPLATEK MESICNE,1997-06-16,5297.7,0.0,0.0,0.0,0.0,5297.7,1997-06-16,1998-12-31,1265798,9966.913385826772,14426.07069780793,201,109399,57357.944881889765,24753.95004596014,668122,76073,521603,8395,47682,619827,39900,549994,0,0,1209500,0,26,0,195,8395,47682,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1960-04-03,No Card,
5784,3967,1997-03-29,84600,36,2350.0,D,54,POPLATEK MESICNE,1996-09-22,2349.5,0.0,0.0,0.0,0.0,2349.5,1996-09-22,1998-12-31,2395987,12677.179894179893,15941.726019081683,-2920,171098,57086.68253968254,35638.13473646492,1240671,120056,1035260,5274,47000,0,1235397,1108316,0,0,2343353,0,0,0,360,5274,47000,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1938-08-16,No Card,
5790,4033,1997-03-20,84288,48,1756.0,C,57,POPLATEK MESICNE,1996-11-19,6058.0,0.0,2808.0,0.0,1494.0,1756.0,1996-11-19,1998-12-31,648756,3884.7664670658683,4817.166834624239,1000,51550,33258.1377245509,8105.199808687572,343512,0,305244,3272,125724,0,340240,179520,0,0,578428,0,0,29880,300,3272,36876,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,F,1977-11-01,No Card,
5799,4052,1997-12-28,106128,36,2948.0,C,36,POPLATEK TYDNE,1997-01-25,2948.0,0.0,0.0,0.0,0.0,2948.0,1997-01-25,1998-12-31,1023569,7471.306569343065,9006.461646541238,900,86533,42200.32846715328,17672.233049962826,530188,146765,346616,3661,35376,474527,52000,458005,0,0,983992,0,0,0,540,3661,35376,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,OWNER,M,1978-12-21,No Card,
5804,4079,1995-04-05,158976,48,3312.0,C,52,POPLATEK MESICNE,1993-11-03,8860.0,0.0,218.0,321.0,5009.0,3312.0,1993-11-03,1998-12-31,4943029,8464.090753424658,12201.631245736358,600,137121,51315.477739726026,28097.617928423206,2486180,368807,2088042,11798,476372,0,2474382,1980477,0,0,4466851,18939,0,295531,870,11798,149040,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1939-01-09,No Card,
5805,4081,1995-11-28,137904,24,5746.0,B,11,POPLATEK MESICNE,1995-07-22,5746.0,0.0,0.0,0.0,0.0,5746.0,1995-07-22,1998-12-31,1078108,5014.455813953488,5154.62241396158,-14137,53113,10176.706976744186,10629.758651250253,542576,0,535532,2105,97682,0,540471,437850,0,0,681951,0,130,295700,540,2105,97682,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,M,1968-05-06,No Card,
5808,4099,1997-07-31,41856,48,872.0,C,54,POPLATEK MESICNE,1996-05-26,4499.0,0.0,403.0,1298.0,1926.0,872.0,1996-05-26,1998-12-31,1193213,4679.266666666666,7106.5329171008025,800,73519,41713.7568627451,11236.975545630248,622370,0,570843,4674,112753,0,617696,455390,2700,0,1086277,35046,0,52002,390,4674,14824,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1960-11-09,classic,1998-10-24
5815,4116,1998-06-03,151200,36,4200.0,C,6,POPLATEK MESICNE,1997-10-05,18648.2,0.0,0.0,0.0,14448.0,4200.2,1997-10-05,1998-12-31,1399310,14886.27659574468,14905.711249657159,1000,127678,52607.5,28912.3767547313,746342,47601,605367,3059,159432,0,743283,493536,0,0,1236684,0,0,130032,135,3059,29400,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,M,1946-10-10,No Card,
